action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,85,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9862,71300,455,505,493,3804
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,3,Multifamily dwelling,9,Other type of purchaser,2478,71300,2075,1167,1433,5036
1,Loan originated,2,Not Hispanic or Latino,77,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),9798,71300,333,1184,652,3914
1,Loan originated,2,Not Hispanic or Latino,126,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,39,109000,37,1896,1525,4995
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),6888,109000,188,2215,90,317
1,Loan originated,2,Not Hispanic or Latino,135,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Westchester County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),9869,71300,160,707,989,2511
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",110,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,Orange County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,133,71300,20,1033,877,3184
1,Loan originated,2,Not Hispanic or Latino,51,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9839,82700,154,2956,2338,7278
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2408,71300,228,476,303,1578
1,Loan originated,2,Not Hispanic or Latino,587,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),1973,109000,610,1809,1541,4770
1,Loan originated,2,Not Hispanic or Latino,457,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9885,71300,1564,913,1245,5141
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2484,109000,699,1809,2007,6445
1,Loan originated,2,Not Hispanic or Latino,103,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,334,77200,207,2466,1355,6209
1,Loan originated,2,Not Hispanic or Latino,194,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,59,109000,133,1660,1137,5372
1,Loan originated,2,Not Hispanic or Latino,84,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),2074,109000,320,1605,1358,5083
1,Loan originated,2,Not Hispanic or Latino,579,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,155868,71300,420,1163,309,3395
1,Loan originated,2,Not Hispanic or Latino,350,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,137,,56,,,
1,Loan originated,2,Not Hispanic or Latino,103,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tioga County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,354,66400,75,2718,1998,6530
1,Loan originated,2,Not Hispanic or Latino,207,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Suffolk County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,76,,267,,,
1,Loan originated,2,Not Hispanic or Latino,115,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",2027,109000,317,2594,2032,7838
1,Loan originated,2,Not Hispanic or Latino,84,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,411,69700,97,1608,1410,3447
1,Loan originated,2,Not Hispanic or Latino,146,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,139,109000,71,1520,1482,4246
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",121,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,189,69700,426,1366,1366,4189
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2434,109000,175,1675,1009,7272
1,Loan originated,2,Not Hispanic or Latino,304,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),155768,109000,620,1574,1436,4693
1,Loan originated,2,Not Hispanic or Latino,277,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Saratoga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10012,82700,460,2698,1693,5324
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",70,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,Columbia County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,145,60000,39,2430,1708,6142
1,Loan originated,2,Not Hispanic or Latino,56,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9969,69000,75,1296,941,2883
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",98,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,107292,71300,600,1548,1022,4116
1,Loan originated,2,Not Hispanic or Latino,391,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),196783,95200,365,1794,1364,4877
1,Loan originated,2,Not Hispanic or Latino,70,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10078,82700,200,1117,931,4358
1,Loan originated,2,Not Hispanic or Latino,320,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,107389,71300,664,64,1753,5401
1,Loan originated,2,Not Hispanic or Latino,128,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Saratoga County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),9984,82700,125,1990,1822,5373
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",39,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79,,87,,,
1,Loan originated,2,Not Hispanic or Latino,70,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),11027,82700,162,2636,1951,6628
1,Loan originated,2,Not Hispanic or Latino,100,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Wayne County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",1840,69700,108,2024,1325,5193
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",130,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,150,109000,54,867,737,2554
1,Loan originated,2,Not Hispanic or Latino,125,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Saratoga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),10020,82700,254,1422,1150,4367
1,Loan originated,2,Not Hispanic or Latino,120,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,82,109000,25,1066,1026,3251
1,Loan originated,2,Not Hispanic or Latino,77,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),11478,71300,226,2383,2105,6931
1,Loan originated,2,Not Hispanic or Latino,200,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),28553,71300,248,1913,1472,5104
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,3,Multifamily dwelling,9,Other type of purchaser,2512,71300,285,907,491,2592
1,Loan originated,2,Not Hispanic or Latino,43,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10027,69000,130,1928,1469,4915
1,Loan originated,2,Not Hispanic or Latino,221,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,107299,71300,660,358,252,3928
1,Loan originated,2,Not Hispanic or Latino,,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),8074,109000,343,1959,1526,5674
1,Loan originated,1,Hispanic or Latino,112,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Bronx County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),156040,71300,457,529,348,7942
1,Loan originated,2,Not Hispanic or Latino,124,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,170,,20,,,
1,Loan originated,2,Not Hispanic or Latino,60,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),10045,82700,165,1727,1427,5304
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",61,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,87,109000,16,1291,1119,4501
1,Loan originated,2,Not Hispanic or Latino,232,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",1802,109000,437,3699,1528,4029
1,Loan originated,2,Not Hispanic or Latino,60,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Greene County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),640,60000,161,2717,833,2732
1,Loan originated,2,Not Hispanic or Latino,105,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,172,109000,36,2009,1691,5806
1,Loan originated,1,Hispanic or Latino,170,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Westchester County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10052,71300,172,1365,1350,6486
1,Loan originated,2,Not Hispanic or Latino,211,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,91,109000,154,1520,1482,4246
1,Loan originated,2,Not Hispanic or Latino,100,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,3,82700,25,1816,1307,4151
1,Loan originated,2,Not Hispanic or Latino,236,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),27553,109000,280,1407,1111,4226
1,Loan originated,2,Not Hispanic or Latino,110,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,190,109000,21,867,737,2554
1,Loan originated,2,Not Hispanic or Latino,84,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),10135,71300,480,580,527,2492
1,Loan originated,2,Not Hispanic or Latino,114,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,119,109000,56,1286,1158,3629
1,Loan originated,2,Not Hispanic or Latino,130,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,71,82700,22,2129,1696,5768
1,Loan originated,2,Not Hispanic or Latino,95,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),10271,71300,75,1346,1369,4277
1,Loan originated,1,Hispanic or Latino,30,5,White,2,Female,1,Hispanic or Latino,5,White,1,Male,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,197,109000,47,1576,1228,5489
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cortland County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),6702,60000,60,2054,1520,5537
1,Loan originated,2,Not Hispanic or Latino,156,3,Black or African American,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,138,109000,68,1675,1009,7272
1,Loan originated,2,Not Hispanic or Latino,75,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,433,82700,112,1076,917,2692
1,Loan originated,2,Not Hispanic or Latino,42,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10288,71300,281,837,318,2332
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,211,71300,92,1134,910,3425
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Washington County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),974,65400,94,2572,1782,6669
1,Loan originated,2,Not Hispanic or Latino,88,3,Black or African American,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,Nassau County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,140,109000,31,1232,873,5559
1,Loan originated,2,Not Hispanic or Latino,75,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Onondaga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,237,68500,162,1406,1189,4347
1,Loan originated,2,Not Hispanic or Latino,540,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),156456,71300,305,1564,1409,4784
1,Loan originated,2,Not Hispanic or Latino,137,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,107459,71300,394,1127,1021,3464
1,Loan originated,2,Not Hispanic or Latino,47,5,White,2,Female,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),155992,109000,59,2343,2293,8271
1,Loan originated,2,Not Hispanic or Latino,123,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,143,71300,18,807,704,2414
1,Loan originated,2,Not Hispanic or Latino,275,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),196933,71300,355,782,1190,5569
1,Loan originated,2,Not Hispanic or Latino,500,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),156461,109000,407,1301,1253,4035
1,Loan originated,2,Not Hispanic or Latino,,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Bronx County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),14392,71300,122,1742,1276,5089
1,Loan originated,2,Not Hispanic or Latino,103,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10183,71300,344,1031,1003,3053
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",92,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,148,109000,100,2153,2163,6482
1,Loan originated,2,Not Hispanic or Latino,54,3,Black or African American,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,Rensselaer County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,1441,82700,7,1734,1378,4256
1,Loan originated,2,Not Hispanic or Latino,182,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),10297,71300,267,302,339,1490
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,2632,71300,1625,1138,437,3421
1,Loan originated,2,Not Hispanic or Latino,130,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),156449,95200,177,1829,1556,5572
